367675829	21.3816633	42.0061233	pharmacy	Ремедиум	
380920212	22.0202441	41.4439681	hospital	ЈЗУ Општа Болница	
381141682	22.0186820	41.4331879	hospital	Itna medicinska sluzba	
382650837	22.0111728	41.4366490	pharmacy	Flora	
390436187	20.8069305	41.1128747	hospital	Брза помош-амбуланта	Охрид
443017399	21.5039025	41.9954834	pharmacy	Градска Аптека Маџари	
444938811	21.4226797	41.9984708	pharmacy	Зегин	
444994545	21.4626489	42.0023086	pharmacy	Зегин	
446285567	21.3918760	41.9988883	hospital	Систина	
459673288	21.4154083	41.9932326	pharmacy	Зегин	
464772764	22.3213986	42.1956200	hospital	Bolnica Primarius D-r. Dimitar Arsov	
464772766	22.3218094	42.1966304	pharmacy	Melisa	
473903011	22.3352996	42.2026734	pharmacy	City pharmacy	
478041008	22.0143343	41.4334419	hospital	Asklepij	
478041069	22.0114671	41.4335225	pharmacy	Flora	
479803481	21.3825263	42.0064220	hospital	Eye Center VIZIA	
484691167	21.5084304	41.9943778	pharmacy	Intergral Farm	
497549513	22.8514500	41.7085000	hospital	Амбуланта	
498850840	21.4373274	41.9972254	pharmacy	Зегин	
529807927	22.0112529	41.4352758	pharmacy	Flora	
529810682	22.0102316	41.4383709	pharmacy	Flora	
529811233	22.0177763	41.4345186	pharmacy	Flora	
568024520	20.6795882	41.1815650	hospital	SANITA	
568024688	20.6791796	41.1810946	hospital	City hospital	
774775223	21.0118055	41.0880394	pharmacy	Farmalek 2005	
774777038	21.0131144	41.0910636	pharmacy	Epoha	
774779901	21.0122775	41.0920662	pharmacy	Anafarm	
774784615	21.0073455	41.0899619	hospital	Здравствен дом Ресен	
913077744	22.0172506	41.4345629	pharmacy	Remedia	
913077746	22.0161241	41.4343618	pharmacy	Echo	
1272903523	22.5100370	41.8872494	hospital	Bolnica Vinica	
1381604857	21.4420010	41.9703449	hospital	Болница за зависности	
1381606894	21.4346369	41.9869370	hospital	Адриалаб	
1382090803	21.4295599	41.9835895	pharmacy	Apteka Biofit	
1382090805	21.4008928	41.9940569	pharmacy	Apteka Biofit	
1615832328	21.3978776	42.0032564	pharmacy	Zegin	
1615847558	21.3985661	42.0034289	pharmacy	Херба	
1652699470	21.4219509	41.9919776	pharmacy	Уни Медикал	
1747986303	21.4308199	41.9869002	pharmacy	Зегин	
1850511011	21.4501059	42.0601589	hospital	Манолеви	
1855982570	21.4403511	42.0161642	pharmacy	Еурофарм	
1857472128	21.4610369	42.0101421	dentist	PZU Prodentika	
1999950864	22.2415389	41.4086240	hospital	Ambulanta	
2294320035	21.4078311	41.9960357	pharmacy	Зегин	
2362912161	21.4053418	42.0026568	pharmacy	Аптека Ремедиум Лек	
2373004497	21.3702482	40.9990844	hospital	Диагностички центар св.Спас	Битола
2405915015	22.6436636	41.4391631	hospital	Здравствен Дом Струмица	
2410445420	21.5134781	41.9398843	dentist	ПЗУ Д-р Салтамарски	Skopje
2411245246	22.4907252	41.1717857	hospital	Негорски Бањи	
2545342992	20.9139859	40.9776464	hospital	ЈЗУ Завод за превенција лекување и рехабилитација на хронични респираторни неспецифични заболувања, Отешево	
2574157872	22.5564969	41.3156008	hospital	JZU Zdravstven dom Valandovo	Valandovo
2578824879	21.4324038	41.9811356	pharmacy	Аптека Виола	
2601311980	21.4078707	42.0032478	pharmacy	Betty	
2670727606	22.6393219	41.4351790	hospital	Стара Градска болница	
2919825967	20.9672997	41.8301443	pharmacy	Menti Farm Barnatore	
3022331502	22.3349122	42.2040261	pharmacy	Zegin	Kriva Palanka
3022359063	22.3340869	42.2050632	hospital	Пензионерски здравствен дом	Kriva Palanka
3099334941	21.4460324	41.9910923	pharmacy	Zegin	
3104012020	21.4311375	41.9943079	pharmacy	Eуpoфapм	
3187744358	22.4648860	41.6376490	pharmacy	Medea	
3606658843	21.3834081	42.0050186	pharmacy	Зегин (Карпош 4)	Скопје
3625167305	21.5506013	41.3442389	dentist	Д-р Караџоски	
3625183275	21.5488881	41.3437361	dentist	Кристал Дент	
3629405142	21.5439790	41.3426665	dentist	Дентика	
3634182103	21.3902099	42.0009171	pharmacy	ЕуроФарм Тафталиџе	Cкoпje
3647042375	21.7343791	42.1197425	hospital	Poliklinika "Goce Delcev"	
3695356142	22.7790190	41.9651427	pharmacy	Зегин	Делчево
3700058029	22.7751349	41.9663936	pharmacy	Твоја Аптека	Делчево
3700058030	22.7754332	41.9665995	pharmacy	Дел Фарм	Делчево
3700058031	22.7800854	41.9648802	pharmacy	Валеријана	Делчево
3700058032	22.7718677	41.9650374	pharmacy	Кетрин	
3816919343	21.3767990	42.0256469	pharmacy	Eurofarm	
3828411466	21.7830089	41.7162366	pharmacy	Еуро Фарм	
3830375935	21.4735236	41.9820014	pharmacy	ZEGIN	
3832362529	21.4198380	41.9899658	pharmacy	Виола	
3832368052	21.4196296	41.9898127	pharmacy	Betty	
4125379517	21.4128098	42.0009982	hospital	Центар за ментално здравје	Cкoпje
4125379518	21.4130411	42.0010726	hospital	ПЗУ „Д-р Горица“	Cкoпje
4138200603	21.4145316	42.0005964	hospital	Неуромедика	
4247656089	20.8824258	41.8353984	hospital	Hospital	
4247664089	20.9078402	41.7964971	pharmacy	Pharmacy	
4249193094	22.1948598	41.7386419	pharmacy	Зегин	
4249277789	22.1932659	41.7379036	pharmacy	ЈАКА	
4264292908	21.3602038	42.0096500	pharmacy	Астра Фарм	
4266034098	21.4377527	41.9850045	pharmacy	Зегин	
4266843472	20.9895857	42.0044051	pharmacy	Kemofarmacia	
4281387289	21.5118538	42.0160266	hospital	Medical Point	
4306375307	21.4114565	42.0018882	dentist	Bela Dent	
4375519189	21.4341995	41.9928765	pharmacy	Зегин ( стара градска болница)	
4424578889	20.8145984	41.1171296	dentist	ПЗУ.ПОПОСКИ	
4429141991	20.7980116	41.1169284	pharmacy	Betty Farmaci	
4429142389	20.8009464	41.1157532	pharmacy	Pharmacy	
4429142390	20.8004540	41.1142839	pharmacy	Pharmacy	
4444127393	22.0127357	41.4367684	dentist	НЕА-ДЕНТ	
4449621005	21.5737133	41.9974707	pharmacy	Zegin	
4476978892	21.4527160	41.9886058	dentist	Ендомак	Cкoпje
4478351891	20.8025211	41.1138247	dentist	PZU Terzievski	
4502450590	20.9271416	41.9413078	pharmacy	Apoteka Narten	
4502450790	20.9271350	41.9414043	dentist	Dr. Bali	
4502450989	20.9253281	41.9441196	hospital	Bolnica Kamenjane	
4502463698	20.9282654	41.9437196	dentist	Dr. Ylber Ramadani	
4512189989	21.3825697	42.0179859	hospital	Медика Центар	
4613945889	21.4096194	41.9922274	dentist	Dr. Margita	
4614661190	21.4085080	41.9969243	pharmacy	Опоум	
4725470590	22.4993997	41.1441187	dentist	Д-р Хилда Колева	
4776265422	21.4407164	42.0035328	hospital	ЈЗУ ЗДРАВСТВЕН ДОМ	
4846704246	21.4276434	41.9958705	pharmacy	Виола	
4846704247	21.4273767	41.9954508	pharmacy	Зегин	
4879918521	22.5059247	41.1467275	dentist	ЕНДОМАК Поликлиника и Заботехничка Лабороторија	
4885047822	20.9773702	42.0030792	hospital	ONE Hospital - Tetovo	
4906797823	22.7824577	41.9703608	dentist	Д-р Елена	
4906799121	22.7795695	41.9681666	dentist	Д-р Здравко	
4906876824	22.7705482	41.9653605	pharmacy	Зегин	
4908220821	22.7802709	41.9671338	dentist	Д-р Ванчо	
4915240922	20.9711097	42.0094415	pharmacy	Зегин Апотека	
4926298321	21.4506076	41.9909344	dentist	Скопјанка Супердент	
4990134422	21.4394269	42.0024902	pharmacy	Зегин	
5054709625	21.5047496	42.0042011	pharmacy	BETTY	
5056426626	22.0142599	41.4349918	pharmacy	Аптека "Фарма-Медика"	
5094555424	21.4507243	42.0618376	pharmacy	Зегин	
5130474890	21.4271939	41.9933702	hospital	Здравствен дом „Железничар“	
5160396347	20.8701540	41.9423987	hospital	Ambulanta	
5300516121	20.9160281	41.9230287	pharmacy	Еларда	
5333318379	21.4010137	42.0028618	pharmacy	Eurofarm	
